Email,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade
student747@university.com,Male,22,99.67,98.53,92.55,89.64,80.74,5.86,80.41,80.83,B
student748@university.com,Male,24,54.33,48.31,90.58,50.1,61.71,4.47,80.03,85.54,F
student749@university.com,Female,24,93.11,60.45,50.51,67.2,76.21,5.72,56.21,69.87,B
student750@university.com,Male,20,69.53,59.16,94.26,74.73,84.29,1.33,80.91,59.17,D
student751@university.com,Male,23,76.2,44.48,66.45,90.93,60.93,4.57,95.09,65.3,A
student752@university.com,Female,23,95.74,49.14,83.42,91.93,82.75,0.37,54.29,82.79,F
student753@university.com,Male,21,98.67,42.69,88.85,86.25,52.11,0.41,66.96,74.71,B
student754@university.com,Male,24,63.11,57.54,70.31,62.36,65.18,6.58,75.45,87.17,D
student755@university.com,Female,23,60.64,92,63.95,86.01,83.7,9.52,84.3,60.91,C
student756@university.com,Female,22,54.03,60.37,94.93,62.33,57.47,7.77,54.48,92.1,F
student757@university.com,Male,19,78.09,47.42,53.85,60.73,61.11,4.69,93.64,57.79,F
student758@university.com,Female,22,50.68,78.74,55.42,77.36,93.95,0.56,52.03,66.5,B
student759@university.com,Male,18,70.59,99.8,61.7,83.94,83.72,0.45,92.88,79.56,C
student760@university.com,Female,23,53.67,53.94,91.57,52.65,74.95,1.58,51.38,86.84,B
student761@university.com,Male,23,70.26,56.77,96.33,53,60.54,9.76,57.68,63.31,D
student762@university.com,Female,21,52,98.31,53.2,89.21,67.07,3.99,90.02,97.41,A
student763@university.com,Male,24,91.76,50.73,91.83,92.97,78.72,8.43,93.01,85.31,C
student764@university.com,Female,19,60.49,70.67,55.49,80.22,57.77,7.05,99.11,60.88,A
student765@university.com,Female,23,66.42,54.38,98.24,71.44,74.09,6.05,55.79,86.29,D
student766@university.com,Female,21,93.5,95.94,75.84,92.27,70.45,9.48,76.32,84.82,F
student767@university.com,Female,21,87.31,98.89,40.43,86.44,73.83,2.3,53.86,87.63,D
student768@university.com,Female,19,60.95,88.88,42.05,78.98,55.28,4.55,57.82,95.79,A
student769@university.com,Female,22,53.59,58.89,48.85,65.99,55.32,8.65,58.72,85.59,C
student770@university.com,Female,22,85.78,64.21,51.25,59.9,98.21,5.52,53.17,67.6,B
student771@university.com,Male,22,69.54,54.54,86.06,70.93,98.97,2.46,94.65,89.53,A
student772@university.com,Male,20,88.3,93.45,53.37,64.34,71.31,2.09,56.32,84.79,C
student773@university.com,Female,24,72.26,94.87,98.15,66.96,89.45,7.53,81.47,78.71,A
student774@university.com,Female,24,67.3,65.13,78.17,75.78,82.79,0.13,81.29,67.69,F
student775@university.com,Male,22,72.56,79.39,81.55,58.45,55.85,9.14,59.93,96.05,F
student776@university.com,Male,19,87.43,49.93,53.07,90.31,64.83,0.18,99.92,75.64,B
student777@university.com,Female,20,95.11,66.1,93.56,57.28,65.68,6.31,67.37,81.41,F
student778@university.com,Male,24,52.49,77.89,80.07,74.05,79.79,6.05,95.25,70.77,D
student779@university.com,Male,22,76.21,63.12,91.86,87.3,79,5.78,97.41,89.04,B
student780@university.com,Female,20,51.64,61.46,97.39,74.25,96.18,4.74,97.45,67.05,A
student781@university.com,Female,19,73.42,40.06,47.54,68.05,89.5,8.52,87.64,90.53,D
student782@university.com,Female,22,94.26,88.26,45.8,73.74,92.84,6.59,62.69,55.4,C
student783@university.com,Male,18,68.08,93.36,88.2,92.43,94.56,7.82,56.03,85.45,A
student784@university.com,Female,23,96.62,98.17,91.97,99.52,90.06,1.16,78.49,73.84,F
student785@university.com,Female,19,81.53,83.16,75.03,81.56,66.64,0.5,68,84.94,A
student786@university.com,Male,21,96.71,72.93,61.96,89.67,60.75,0.29,91.55,76.57,F
student787@university.com,Female,21,87.86,56.16,79.16,50.72,78.59,1.47,87.25,56.72,D
student788@university.com,Male,19,55.17,99.96,58.34,94.02,84.48,6.67,63.82,73.85,D
student789@university.com,Male,21,61.56,75.39,54.3,97.7,69.33,4.94,50.85,98.23,D
student790@university.com,Male,24,69.71,80.87,69.29,78.76,92.42,7.52,61.87,87.74,B
student791@university.com,Male,19,58.51,80.94,52.97,87.69,98.03,1.92,78.36,65.01,F
student792@university.com,Male,18,74.75,90.72,69.02,75.64,78.47,3.67,53.95,97.21,A
student793@university.com,Male,19,73.57,40.58,97.4,64.31,72.83,8.88,82.91,88.95,A
student794@university.com,Female,22,97.81,53.21,90.39,92.61,92.14,9.36,83.58,68.22,A
student795@university.com,Female,22,71.69,79.93,96.5,79.84,51.21,9.22,58.47,80.18,B
student796@university.com,Female,20,89.28,93.71,88.38,78.97,56.45,8.18,79.82,71.33,B
student797@university.com,Male,21,97.1,81.12,61.29,82.96,92.28,6.88,80.35,54.83,F
student798@university.com,Female,23,93.85,64.81,88.72,92.8,86.6,9.14,73.9,90.3,B
student799@university.com,Male,21,60.43,61.69,95.37,86.6,70.81,7.14,97.66,59.55,D
student800@university.com,Female,24,74.8,84.28,96.82,60.56,94.44,9.54,55.41,72.9,A
student801@university.com,Male,19,67.39,84.47,80.99,73.34,67.57,0.25,70.33,85.13,D
student802@university.com,Female,23,69.99,76.42,52.68,99.01,81.69,9.22,94.15,96.61,B
student803@university.com,Male,23,68.04,57.49,42.38,77.73,81.72,5.56,69.32,53.14,A
student804@university.com,Female,21,91.32,95.51,48.83,96.91,59.22,1.12,71.23,69.66,C
student805@university.com,Male,23,72.61,73.11,97.93,90.67,64.24,2.15,83.41,80.73,D
student806@university.com,Female,23,76.18,87.43,67.73,83.3,95.8,8.52,83.28,88.97,C
student807@university.com,Male,22,99.12,52.86,91.3,67.47,59.17,5.06,51.15,96.05,F
student808@university.com,Female,18,53,60.64,67.9,65.22,58.68,9.83,72.78,50.02,D
student809@university.com,Female,19,74.4,92.47,79.65,82.17,73.98,1.18,66.68,81.39,A
student810@university.com,Female,21,88.7,43.01,41.45,71.63,54.61,4.13,81.38,50.35,A
student811@university.com,Male,22,57.56,70.74,54.99,89.94,94.73,3.32,77.79,89.36,C
student812@university.com,Male,24,80.58,68.9,66.18,88.02,55.01,5.16,82.54,57.48,A
student813@university.com,Male,24,61.97,85.07,77.84,65.61,80.83,6.33,82.69,94.73,D
student814@university.com,Male,20,93.37,56.91,50.29,85.14,66.99,6.62,62.74,57.76,B
student815@university.com,Male,23,66.35,53.14,85.87,74.73,90.21,0.01,62.32,88.22,B
student816@university.com,Female,23,66.45,95.57,61.86,66.16,79.49,0.89,68.51,64.47,A
student817@university.com,Male,21,79.91,74.3,89.05,70.65,69.42,0.35,62.1,77.86,F
student818@university.com,Female,18,59.18,46.28,45.88,94.77,99.19,8.65,84.14,80.42,D
student819@university.com,Female,18,64.24,51.58,80.79,67.98,53.31,3.13,80.14,60.34,F
student820@university.com,Male,21,70.83,99.93,57.6,64.37,78.89,3.67,60.82,64.93,C
student821@university.com,Female,21,67.68,51.74,87.72,67.59,99.48,4.5,94.21,55.38,A
student822@university.com,Male,22,76.24,76.63,64.13,60.73,84.55,8.49,73.03,50.26,C
student823@university.com,Male,24,79.98,65.21,79.92,77.23,86.99,0.14,56.35,61.97,F
student824@university.com,Male,21,78.33,93.14,96.06,57.37,51.6,1.19,60.65,75.8,D
student825@university.com,Female,24,82.71,85.31,41.24,90.87,51.07,6.85,76.99,85.68,F
student826@university.com,Male,20,65.39,75.82,40.67,61.28,51.81,9.64,66.92,89.68,B
student827@university.com,Male,24,56.32,40.64,86.22,79.9,99.59,6.43,92.56,53.49,F
student828@university.com,Male,22,88.04,92.79,78.78,56.25,98.98,2.61,74.74,63.62,F
student829@university.com,Female,23,92.54,66.68,57.58,98.92,66.73,5.2,95.76,88.51,F
student830@university.com,Male,23,62.85,95.89,69.66,72.73,64.55,9.75,55.09,74.04,F
student831@university.com,Female,24,70.35,69.73,42.52,91.11,57.3,5.28,83.43,59.11,D
student832@university.com,Female,23,74.93,81.65,51.55,88.43,66.46,3.74,94.29,69.61,A
student833@university.com,Male,23,76.67,44.16,65.47,85.68,68.51,3.83,64.65,63.5,D
student834@university.com,Female,19,82.97,84.71,90.04,91.37,87.41,9.67,56.78,52.53,C
student835@university.com,Female,20,52.08,60.28,68.78,55.02,93.31,7.19,72.83,88.18,B
student836@university.com,Male,22,86.07,61.08,75.18,83.92,87.34,6.87,98.07,64.58,A
student837@university.com,Male,22,53.1,47.12,92.43,63.29,82.32,2.32,81.67,97.26,B
student838@university.com,Male,23,73.41,48.81,58.53,89.29,88.3,5.59,82.2,94.41,B
student839@university.com,Female,18,91.38,51.15,82.04,97.84,86.92,3.57,83.58,85.81,A
student840@university.com,Male,22,72.56,59.69,91.7,95.07,73.79,2.4,51.99,66.33,A
student841@university.com,Female,20,57.45,93.52,52.16,55.75,66.79,8.96,72.28,64,C
student842@university.com,Female,21,99.25,62.1,61.39,68.48,64.14,3.83,53.88,73.76,D
student843@university.com,Female,20,94.46,83.46,98.79,68.22,83.97,2.83,65.79,67.73,A
student844@university.com,Female,23,88.57,44.96,98.99,56.11,97.97,9.32,91.08,95.06,C
student845@university.com,Female,23,70.58,75.47,53.39,54.91,79.05,1.97,82.81,56.17,F
student846@university.com,Male,19,59.19,68.91,43.99,69.24,95.63,7.46,99.78,86.22,A
student847@university.com,Male,24,97.07,98.68,56.26,99.6,50.71,6.53,58.61,80.54,D
student848@university.com,Female,22,76.62,90.77,63.86,78.45,89.72,9.2,69.85,90.32,F
student849@university.com,Female,24,92.62,67.29,66.46,81.09,92.68,8.32,90.48,77.12,F
student850@university.com,Male,24,67.1,86.51,77.13,73.55,81.55,7.05,60.78,81.48,F
student851@university.com,Male,22,66.76,51.58,93.97,83.12,96.7,3.15,57.69,98.14,F
student852@university.com,Female,22,99.28,73.74,59.82,97.83,79.5,4.96,71.38,54.6,B
student853@university.com,Female,23,76.09,44.48,91,79.43,62.03,9.44,69.19,55.24,D
student854@university.com,Male,22,57.03,60.89,45.61,53.25,60.79,0.23,99.01,69.68,C
student855@university.com,Male,18,60.98,53.55,42.51,74.64,77.79,7.94,72.81,73.64,A
student856@university.com,Female,18,74.1,83.13,70.24,99.64,95.32,2.52,93.05,59.99,C
student857@university.com,Male,21,52.12,69.41,43.58,69.37,53.62,1.85,94.4,54.13,B
student858@university.com,Male,22,73.13,85.06,63.55,79.69,80.22,2.32,57.89,51.11,F
student859@university.com,Female,19,70.95,70.92,93.81,55.33,88.49,0.6,85.77,88.23,A
student860@university.com,Female,21,88.97,45.19,54.49,57.06,55.77,9.92,63.88,74.25,D
student861@university.com,Female,23,67.75,84.12,82.36,93.73,55.84,8.7,54.74,92.17,A
student862@university.com,Male,22,99.13,89.99,58.14,65.02,68.31,5.21,93.74,68.04,A
student863@university.com,Female,18,59.04,94.21,42.7,65.27,63.69,7.15,64.62,85.17,C
student864@university.com,Male,19,79.55,74.32,73.4,69.36,59.92,5.57,67.27,74.43,F
student865@university.com,Female,21,54.48,85.22,90.09,98.32,59.93,8.12,66.2,80.6,D
student866@university.com,Female,19,86.69,85.12,64.57,54.22,56.53,8.45,60.01,68.51,A
student867@university.com,Male,22,99.74,49.34,77.04,90.94,80.54,2.33,71.73,54.06,B
student868@university.com,Male,20,90.96,49.85,94,67.08,84.41,4.6,71.41,97.37,B
student869@university.com,Female,19,77.79,44.25,87.38,92.47,85.15,6.35,70.44,91.8,F
student870@university.com,Female,19,74.24,59.19,51.63,99.59,76.62,9.78,95.81,65.59,A
student871@university.com,Male,23,91.75,68.41,84,67.43,97.65,6.83,66.99,97.94,F
student872@university.com,Female,18,96.8,99.87,70.11,56.47,94.03,8.98,51.52,65.02,A
student873@university.com,Male,22,99.46,65.86,84.76,57.22,97.88,8.46,58.92,72.15,D
student874@university.com,Male,19,69.83,83.57,69.67,87.94,69.44,5.82,86.07,87.76,B
student875@university.com,Female,22,99.55,81.6,47.68,57.25,93.89,8.94,79.54,65.45,C
student876@university.com,Male,18,57.8,52.27,74.19,63.02,88.14,3.77,97.59,66.23,F
student877@university.com,Male,23,62.68,43.51,69.53,60.22,67,3.79,84.72,70.5,D
student878@university.com,Male,22,54.45,72.76,71.08,67.78,55.33,7.81,59.71,73.42,B
student879@university.com,Female,24,63.59,82.02,92.73,53.72,84.13,1.35,56.03,56.18,D
student880@university.com,Male,18,88.4,99.9,93.69,92.84,56.82,3.06,76.04,50.87,C
student881@university.com,Female,18,92.65,61.52,67.21,93.01,64.69,6.09,83.26,95.96,A
student882@university.com,Female,21,88.94,93.78,67.34,70.65,75.02,4.2,58.28,67.66,A
student883@university.com,Female,23,81.55,62.92,70.91,80.6,83.99,9.41,80.08,55.08,D
student884@university.com,Male,23,75.7,81.36,71.18,82.1,96.31,9.59,93.25,87.96,D
student885@university.com,Male,24,85.44,75.9,97.02,87.46,79.66,5.03,86.38,64.75,F
student886@university.com,Female,22,69.54,43.18,78.96,76.03,83.57,5.39,83.21,59.08,D
student887@university.com,Female,20,92.07,44.7,56.65,75.52,65.5,7.25,89.47,98.13,A
student888@university.com,Male,24,83.86,41.25,71.89,81.57,84.36,4.57,55.2,96.03,D
student889@university.com,Female,21,84.89,62.25,77.63,85.15,71.89,1.9,60.19,55.29,B
student890@university.com,Female,23,76.8,84.75,78.39,67.33,92.85,7.47,51.9,94.96,B
student891@university.com,Male,18,94.26,50.37,75.12,66.52,69.62,7.38,57.25,94.54,A
student892@university.com,Female,23,62.6,76.35,50.66,63.49,73.41,2.45,95.66,81.72,D
student893@university.com,Male,24,69.06,57.33,42.02,77.44,71.63,8.33,61.11,76.49,D
student894@university.com,Male,20,88.88,87.82,60.27,68.01,90.56,6.14,83.1,60.87,D
student895@university.com,Female,19,74.64,87.9,65.65,77.02,97.68,2.36,84.58,56.07,B
student896@university.com,Male,19,94.46,86.52,43.71,70.3,66.36,6.52,82.27,80.32,A
student897@university.com,Male,23,67.32,71.49,88.9,91.84,73.75,2.34,77.7,91.1,F
student898@university.com,Male,23,68.47,57.07,60.64,53.66,85.3,2.65,74.31,84.43,B
student899@university.com,Female,21,94.44,88.57,94.82,78.61,94.77,8.48,71,59.04,A
student900@university.com,Female,23,73.22,51.17,49.26,78.78,74.69,9.29,95.84,64.5,A
student901@university.com,Female,20,75.81,57.39,43.42,69.19,55.44,2.57,50.48,77.32,F
student902@university.com,Male,23,66.64,51.04,68.94,71.05,68.43,9.28,52.67,81.25,C
student903@university.com,Male,22,63.83,80.45,51.35,90.01,77.52,2.39,74.63,53.61,F
student904@university.com,Female,24,82.8,81.17,96.24,64.03,70.88,1.17,66.53,80.7,F
student905@university.com,Female,20,55.99,79.15,40.62,93.57,59.33,0.58,70.41,86.82,A
student906@university.com,Male,21,93.96,64.94,64.76,94.82,51.85,2.42,99.89,59.07,C
student907@university.com,Female,22,88.96,46.01,95.6,82.53,84.37,3.85,88.76,62.31,C
student908@university.com,Female,22,59.54,94.67,63.07,88.64,99.64,9.28,93.87,62.94,D
student909@university.com,Female,24,84.7,70.46,45.59,80.65,95.96,2.42,68.43,96.99,F
student910@university.com,Female,19,80.13,64.42,58.17,76.26,84.16,3.65,61.98,70.35,F
student911@university.com,Female,20,59.23,75.33,69.88,98.33,92.08,7.34,88.4,76.53,C
student912@university.com,Male,24,63.66,51.57,51.11,64.13,62.79,3.02,90.38,86.22,C
student913@university.com,Female,22,70.45,47.95,67.99,57.71,81.12,6.84,77.49,68.57,C
student914@university.com,Female,21,84.96,64.33,90.18,64.37,53.03,4.32,94.8,55.28,A
student915@university.com,Male,24,81.94,53.63,92.36,80.73,85.36,1.96,98.37,82.72,A
student916@university.com,Male,19,76.61,54.66,42.96,59.26,98.49,7.34,73.55,83.36,A
student917@university.com,Male,22,88.42,93.55,49.65,95.44,93.04,0.27,61.13,63.03,F
student918@university.com,Male,24,87.9,71.85,56.52,70.55,76.72,2.92,75.86,51.76,C
student919@university.com,Female,20,80.89,69.01,75.69,92.5,89.44,3.56,99.48,83.27,A
student920@university.com,Female,19,89.35,81.37,61.66,62.46,97.19,4.58,64.65,85.17,D
student921@university.com,Female,20,66.71,97.09,90.64,65.66,60.8,6.8,80.88,51.3,C
student922@university.com,Female,20,94.06,46.73,83,52.96,89.66,4.59,84.7,84.66,C
student923@university.com,Male,20,80.75,90.01,46.03,62.89,63.49,5.94,60.7,96.95,C
student924@university.com,Male,24,91.12,75.04,77.47,74.52,93.85,5.96,79.42,58.94,A
student925@university.com,Female,19,77.31,48.77,46.78,97.31,54.92,3.73,65.73,76.07,B
student926@university.com,Female,24,60.92,57.83,55.3,69.45,58.91,9.34,92.71,84.84,D
student927@university.com,Female,24,77.12,68.94,50.67,81.99,86.03,9.56,85.74,61.5,D
student928@university.com,Female,24,68.56,81.47,50.38,71.39,58.74,5.82,91.31,87.58,B
student929@university.com,Male,22,84.87,54.56,76.98,52.34,57.9,0.72,59.98,93.4,D
student930@university.com,Female,23,73.79,72.09,73.82,75.18,77.77,4.91,51.73,90.73,A
student931@university.com,Male,18,91.81,81.08,50.56,53.3,91.75,1.84,92.53,62.94,C
student932@university.com,Male,22,83.9,66.92,99.41,94.18,63.42,4.83,69.34,90.21,B
student933@university.com,Male,19,84.23,91.78,65.31,87.65,92.06,1.88,58.99,70.67,C
student934@university.com,Male,18,60.86,92.17,45.82,68.93,90.4,7.04,54.59,63.32,D
student935@university.com,Female,18,99.21,68.24,47.23,82.01,78.96,0.8,75.83,58.4,F
student936@university.com,Female,18,92.08,98.38,75.03,55.6,82.33,9.53,57.51,95.45,D
student937@university.com,Female,23,89.45,44.54,98.74,85.13,52.02,1.95,78.33,71.34,D
student938@university.com,Female,24,66.51,40.2,74.32,91.14,68.36,6.61,86.37,93.29,B
student939@university.com,Male,21,76.78,62.84,96.94,91.09,63.17,9.17,76.75,57.98,C
student940@university.com,Male,19,56.86,76.07,66.65,64.21,57.5,2.48,95.18,88.35,B
student941@university.com,Male,23,76.92,77.75,66.15,63.19,69.48,9.34,57.78,55.5,A
student942@university.com,Female,23,57.29,68.59,70,76.07,67.75,3.89,74.7,50.88,C
student943@university.com,Male,21,77.65,47.49,81.85,98.39,86.44,9.61,58.16,99.75,A
student944@university.com,Male,18,82.44,50.23,62.06,96.03,79.9,9.71,93.8,53.68,A
student945@university.com,Male,24,69.51,91.13,91.83,67.98,95.66,1.88,96.61,73.08,B
student946@university.com,Male,21,74.93,92.07,41.76,88.99,57.27,8.31,70,93.92,D
student947@university.com,Female,21,93.78,80.43,66.39,96.07,52.99,1.93,65.29,90.97,F
student948@university.com,Male,23,55.43,79.85,70.66,63.05,76.73,2.26,63.97,73.56,D
student949@university.com,Male,19,89.59,75.86,76.42,91.51,50.05,0.84,92.99,80.54,D
student950@university.com,Female,20,58.54,52.18,56.56,63.39,89.39,1.57,84.12,81.49,C
student951@university.com,Female,24,51.84,65.7,65.65,67.16,75.3,6.32,94.03,55.49,B
student952@university.com,Female,21,59.28,81.75,69.07,59.94,74.4,4.49,55.88,64.25,C
student953@university.com,Male,24,88.25,72.24,81.21,75.35,68.12,7.91,73.8,65.05,F
student954@university.com,Male,21,70.26,41.11,86.41,92.17,68.75,3.32,83.81,68.91,B
student955@university.com,Male,18,93.63,97.21,84.27,76.4,71.56,9.69,94.85,63.7,D
student956@university.com,Male,24,76.24,90.69,60.49,56.17,50.8,0.5,69.1,62.57,A
student957@university.com,Female,18,51.11,55.63,99.97,62.59,54.18,0.63,65.65,67.74,D
student958@university.com,Male,23,85.84,76.99,90.92,78.14,75.25,7.01,95.65,68.96,D
student959@university.com,Male,18,55.51,95.39,55.6,79.16,57.51,8.88,52.38,74.36,B
student960@university.com,Female,24,89.47,45.76,51.71,78.85,88.94,7.96,73.98,58.68,D
student961@university.com,Female,22,58.41,70.18,58.84,53.85,63.72,4.9,72.93,89.42,F
student962@university.com,Female,24,67.27,67.37,67.14,87.68,54.89,2.7,57.3,93.03,D
student963@university.com,Male,21,88.06,64.61,91.05,95.47,61.76,0.13,69.75,62.41,A
student964@university.com,Male,18,97.71,90.14,86.7,75.53,67.85,5.09,86.13,56.17,B
student965@university.com,Male,19,68.57,62.84,91.07,85.94,51.77,4.76,68.34,86.12,F
student966@university.com,Male,22,91.47,43.82,56.32,95.7,57.08,3.44,65.48,96.21,B
student967@university.com,Male,23,59.54,43.95,75.61,82.13,66.19,5.78,89.09,51.76,A
student968@university.com,Female,20,90.36,42.56,56.99,83.72,65.52,7.29,99.44,50.72,C
student969@university.com,Female,21,82.87,64.55,46.54,86.07,90.02,7.01,88.97,59.17,F
student970@university.com,Male,21,59.64,83.1,81.05,63.03,92.16,2.63,92.32,84.24,A
student971@university.com,Male,19,65.13,52.22,48.58,79.13,59.67,5.85,96.98,98.24,C
student972@university.com,Male,20,56.59,78.79,80.06,92.11,56.2,1.49,90.09,87.52,A
student973@university.com,Male,20,69.15,81.23,78.88,64.81,81.71,1.22,99.02,78.65,C
student974@university.com,Male,23,60.18,55.31,88.61,94.86,90.23,7.86,87.36,85.03,C
student975@university.com,Female,23,82.2,76.03,48.37,81.02,98.19,6.94,83.08,61.53,B
student976@university.com,Female,22,99.73,81.09,87.01,71.16,50.34,7.68,84.67,84.43,D
student977@university.com,Female,21,50.6,68,99.96,81.16,70.68,1.52,95,66.07,D
student978@university.com,Male,18,77.05,60.2,91.06,70.09,86.7,9.15,84.15,61.12,A
student979@university.com,Male,23,78.68,77.15,85.11,91.9,91.43,1.33,88.06,61.83,C
student980@university.com,Female,19,95.71,98.67,79.73,74.12,53.11,8.7,60.8,83.39,D
student981@university.com,Female,19,75.3,65.61,65.31,95.06,84.03,3.52,95.63,88.36,A
student982@university.com,Male,19,77.19,63.5,83.83,75.49,64.45,1.05,72.36,79.09,A
student983@university.com,Female,24,73.58,67.86,83.45,83.02,53.73,2.87,58.05,53.19,F
student984@university.com,Female,23,63.45,44.57,77.89,99.89,74.46,1.81,89.99,51.9,B
student985@university.com,Male,23,52.8,73.19,87.78,57.35,57.91,4.91,67.82,60.86,B
student986@university.com,Female,19,70.43,59.72,66.93,86.84,86.85,9.5,59.21,64.32,C
student987@university.com,Female,23,52.63,47.29,47.28,56.94,87.06,3.28,62.81,70.24,D
student988@university.com,Female,24,77.52,67.98,73.54,91.94,92.1,6.12,51.75,53.8,C
student989@university.com,Male,18,65.36,40.2,55.9,79.82,68.88,8.92,54.53,86.26,D
student990@university.com,Female,18,76.68,64.11,63.07,96.91,50.67,6.3,79.63,85.57,D
student991@university.com,Female,22,56.71,46.34,41.04,93.3,62.99,3.62,93.31,67.33,D
student992@university.com,Female,21,96.63,41.46,62.97,53.74,73.39,9.91,72.43,78.15,D
student993@university.com,Male,18,94.73,89.47,88.53,56.87,84.7,1.87,81.3,55.05,D
student994@university.com,Male,22,59.5,94.97,72.56,80.06,69.1,5.23,90.49,70.76,F
student995@university.com,Female,20,67.17,52.46,40.59,75.92,76.8,7.97,67.84,92.88,F
student996@university.com,Male,21,80.67,72.36,68.19,58.43,76.21,0.01,82.72,83.03,D
student997@university.com,Female,18,54.78,56.68,57.49,56.47,58.25,7.02,67.52,55.2,A
student998@university.com,Male,24,67.73,69.61,68.65,78.2,81.15,2.66,82.14,92.38,A
student999@university.com,Male,20,62.56,66.2,64.28,52.45,71.96,1.7,60.88,84.03,B
student1000@university.com,Female,22,95.78,56.14,95.92,93.69,90.4,2.74,98.89,72.65,D
student1001@university.com,Female,18,92.63,82.02,42.47,90.35,84.53,9.67,53.81,84.6,A
student1002@university.com,Female,18,78.99,47.59,81.02,89.27,55.57,8.92,75.26,58.64,B
student1003@university.com,Male,23,76.02,43.18,91.06,50.8,74.44,2.14,64.31,77.52,A
student1004@university.com,Female,20,96.54,86.06,97.55,52.38,85.12,1.17,80.04,80.9,B
student1005@university.com,Male,18,96.62,79.96,50.66,77.49,54.35,3.64,71.42,96.39,C
student1006@university.com,Male,19,98.47,69.91,71.88,99.72,89.62,5.92,65.33,53.34,A
student1007@university.com,Female,24,56.27,68.07,42.62,67.12,61.1,8.67,62.5,68.74,D
student1008@university.com,Male,23,58.03,69.84,69.95,67.22,75.15,9.66,59.12,96.84,D
student1009@university.com,Female,23,83.84,66.22,47.53,56.71,97.03,7.51,89.14,60.86,F
student1010@university.com,Male,18,77.07,63.57,90.27,83.72,78.57,5.99,61.11,90.66,C
student1011@university.com,Female,24,50.92,69.98,46.83,82.33,71.2,1.42,88.68,50.08,C
student1012@university.com,Male,23,53.1,71.71,70.8,55.07,50.34,0.74,74.25,51.29,A
student1013@university.com,Male,21,94.4,81.51,71.27,73.37,56.67,5.96,53.61,66.38,B
student1014@university.com,Female,20,93.44,82.67,98.3,83.35,78.93,5.39,58.27,88.43,F
student1015@university.com,Male,21,67.86,62.66,79.3,74.68,74.69,8.46,94.65,55.21,C
student1016@university.com,Female,22,94.55,64.81,57.27,83.72,68.19,3.23,80.14,69.14,C
student1017@university.com,Male,21,79.68,62.42,54.45,90.81,96.16,0.4,59.22,56.57,D
student1018@university.com,Male,24,90.3,72.19,47.69,84.29,66.62,4.24,85.19,61.18,D
student1019@university.com,Male,19,71.37,67.2,85.39,80.81,76.86,9.69,91.16,75.15,B
student1020@university.com,Female,23,55.67,93.38,81.45,92.68,78.44,7.96,66.53,65.96,A
student1021@university.com,Female,24,71.69,81.78,76.59,95.03,76.37,0.34,77.83,60.6,B
student1022@university.com,Female,23,72.86,93.92,42.45,69.44,73.88,8.75,64.67,69.67,A
student1023@university.com,Female,19,77.55,82.55,85.77,58.66,66.85,4.72,54,85.05,F
student1024@university.com,Female,23,55.28,98.26,78.51,90.89,95.44,3.65,69.98,55.97,C
student1025@university.com,Male,21,99.57,78.14,97.83,60.69,72.54,3.47,87.57,73.98,B
student1026@university.com,Male,22,62.21,97.81,75.23,96.45,76.42,5.95,72.93,63.74,A
student1027@university.com,Female,18,59.93,49.49,58.24,51.14,82.82,5.31,70.26,68.93,F
student1028@university.com,Male,19,76.34,43.15,62.89,96.06,53.38,6.57,68.3,91.08,B
student1029@university.com,Male,21,76.86,74.75,50.55,79.46,89.06,5.74,72.95,96.49,C
student1030@university.com,Male,24,71.99,99.01,83.37,88.74,75.63,1.44,65.91,62.15,F
student1031@university.com,Male,21,88.59,65.06,82.46,69.92,82.86,2.57,80.61,81.5,D
student1032@university.com,Female,21,75.83,52.72,52.04,99.59,88.6,8.41,53.18,83.83,C
student1033@university.com,Male,18,80.48,71.29,49.51,61.38,93.7,6.63,90.37,92.12,D
student1034@university.com,Female,20,86.19,78.93,44.62,63.22,69.61,4.48,58.66,94.95,F
student1035@university.com,Female,23,51.25,58.91,94.72,52.57,90.57,1.83,81.67,73.4,F
student1036@university.com,Male,23,78.53,82.89,53.98,97.02,62.94,0.08,72.49,99.13,D
student1037@university.com,Female,24,94.21,98.51,60.65,72.8,83.02,3.12,88.67,98.54,A
student1038@university.com,Male,22,50.87,93.82,56.83,83.74,55.14,0.55,91.31,75.32,F
student1039@university.com,Male,24,70.26,57.5,64.82,84.37,51,4.82,60.21,77.1,B
student1040@university.com,Male,20,96.31,59.6,82.84,93.73,54.79,8.22,83.86,83.39,B
student1041@university.com,Female,23,67.66,62.29,92.24,83.25,65.97,2.85,59.5,68.69,F
student1042@university.com,Female,22,72.94,63.67,50.96,78.1,51.55,8.48,56.2,83.1,D
student1043@university.com,Female,24,99.08,46.02,81.18,85.52,81.52,7.05,96.51,75.71,D
student1044@university.com,Male,22,59.97,85.72,61.15,87.55,65.83,1.25,58.22,51.77,C
student1045@university.com,Male,21,53.26,61.92,98.83,59.3,86.82,6.45,61.41,92.64,D
student1046@university.com,Male,19,92.97,92.79,57.94,55.48,52.3,1.52,56.52,97.02,A
student1047@university.com,Female,21,93.42,95.62,40.43,53.74,60.84,6.55,73.51,51.31,A
student1048@university.com,Male,18,73.6,41.47,70.94,68.7,70.4,1.43,95.98,89.46,B
